imagem_url,legenda_pt,categoria,legenda_kanji,legenda_hiragana,legenda_romaji,descricao,credito_imagem,fonte_url,ordem
https://traffic-rules.com/img/traffic-rules/Traffic%20signs/jp/additional/A0490-additional-buses.png,Para ônibus,Ônibus,,,,"O sinal suplementar para ônibus é um painel de trânsito colocado abaixo de uma placa principal para indicar que a regra, restrição ou permissão se aplica especificamente a ônibus. Um ônibus é um veículo motorizado projetado para transportar vários passageiros, normalmente 9 ou mais assentos incluindo o motorista.",,https://traffic-rules.com/pt-jp/livro/traffic-signs-1#additional-a0490-additional-buses,53
https://traffic-rules.com/img/traffic-rules/Traffic%20signs/jp/additional/B0180-additional-mopeds-allowed.png,Ciclomotores permitidos,Ciclomotor,,,,"O sinal suplementar ciclomotores permitidos indica que ciclomotores podem acessar, estacionar ou usar determinada via ou caminho, mesmo que outros usuários estejam restritos pelo sinal principal. Ciclomotores (tipicamente classes A e/ou B, conforme legislação local) são exceção à restrição acima. Pode incluir texto: “Ciclomotores permitidos”, “Exceto ciclomotores”, “Apenas ciclomotores classe A”.",,https://traffic-rules.com/pt-jp/livro/traffic-signs-1#additional-b0180-additional-mopeds-allowed,54
https://traffic-rules.com/img/traffic-rules/Traffic%20signs/jp/additional/G0000-additional-direction-left.png,À esquerda,,,,,"Uma placa suplementar à esquerda é usada abaixo de uma placa principal para indicar que a instrução, restrição ou direção se aplica especificamente ao lado esquerdo ou que a característica relevante (por exemplo, estacionamento, faixa, conversão) está localizada à esquerda.",,https://traffic-rules.com/pt-jp/livro/traffic-signs-1#additional-g0000-additional-direction-left,55
https://traffic-rules.com/img/traffic-rules/Traffic%20signs/jp/additional/G0010-additional-direction-left-right.png,À esquerda ou à direita,,,,,"Uma placa suplementar à esquerda ou à direita é colocada abaixo de uma placa principal para indicar que a instrução, restrição ou direção se aplica tanto à esquerda quanto à direita ou que as características relevantes (por exemplo, estacionamento, faixas, caminhos) estão localizadas à esquerda e à direita.",,https://traffic-rules.com/pt-jp/livro/traffic-signs-1#additional-g0010-additional-direction-left-right,56
https://traffic-rules.com/img/traffic-rules/Traffic%20signs/jp/additional/G0020-additional-direction-right.png,À direita,,,,,"Uma placa suplementar à direita é colocada abaixo de uma placa principal para indicar que a instrução, restrição ou direção se aplica especificamente ao lado direito ou que a característica relevante (por exemplo, estacionamento, faixa, conversão) está localizada à direita.",,https://traffic-rules.com/pt-jp/livro/traffic-signs-1#additional-g0020-additional-direction-right,57
https://traffic-rules.com/img/traffic-rules/Traffic%20signs/jp/additional/H0000-additional-distance-meter.png,metro à frente,,,,,"Uma placa suplementar ... metros à frente é colocada abaixo de uma placa principal de trânsito para indicar que a instrução, restrição ou elemento relevante se aplica ou começa a uma determinada distância à frente na via. Exemplo: “100 m à frente”.",,https://traffic-rules.com/pt-jp/livro/traffic-signs-1#additional-h0000-additional-distance-meter,58
https://traffic-rules.com/img/traffic-rules/Traffic%20signs/jp/additional/H0050-additional-give-way.png,Dê a preferência,Dê preferência,,,,O sinal suplementar dar passagem é utilizado abaixo de uma placa de trânsito principal para reforçar ou esclarecer a obrigatoriedade dos motoristas de ceder ou dar prioridade a outro tráfego.,,https://traffic-rules.com/pt-jp/livro/traffic-signs-1#additional-h0050-additional-give-way,59
https://traffic-rules.com/img/traffic-rules/Traffic%20signs/jp/additional/I0000-additional-distance-for-meter.png,Por metro,,,,,"Uma placa suplementar por ... metros é colocada abaixo de uma placa de trânsito principal para indicar que a regulamentação, restrição ou condição se aplica por uma distância específica ao longo da via. Exemplo: “Por 500 m”.",,https://traffic-rules.com/pt-jp/livro/traffic-signs-1#additional-i0000-additional-distance-for-meter,60
https://traffic-rules.com/img/traffic-rules/Traffic%20signs/jp/additional/P0000-additional-during-time.png,Durante o período indicado,,,,,"Uma placa suplementar durante o horário indicado é colocada abaixo de uma placa principal para indicar que o regulamento, restrição ou orientação se aplica somente nos horários específicos mostrados na placa.",,https://traffic-rules.com/pt-jp/livro/traffic-signs-1#additional-p0000-additional-during-time,61
https://traffic-rules.com/img/traffic-rules/Traffic%20signs/jp/additional/Q0150-additional-recommended-speed.png,Velocidade recomendada,Velocidade recomendada,,,,"O sinal complementar velocidade recomendada é utilizado para indicar, junto ao sinal principal, uma velocidade sugerida (orientativa) — não é um limite legal, mas uma velocidade segura ou ideal em condições normais. Frequentemente usada em curvas, descidas, rampas, túneis ou zonas de obras.",,https://traffic-rules.com/pt-jp/livro/traffic-signs-1#additional-q0150-additional-recommended-speed,62
https://traffic-rules.com/img/traffic-rules/Traffic%20signs/jp/additional/Q0820-additional-danger.png,Perigo,Perigos,,,,"O sinal complementar perigo serve para alertar motoristas sobre um perigo geral ou não especificado adiante, exigindo cautela. Encoraja os motoristas a reduzir a velocidade e manter atenção. Uso comum: próximo a obras, curvas acentuadas ou áreas de baixa visibilidade.",,https://traffic-rules.com/pt-jp/livro/traffic-signs-1#additional-q0820-additional-danger,63
https://traffic-rules.com/img/traffic-rules/Traffic%20signs/jp/additional/Q0910-additional-soft-verge.png,Aresta macia,Acostamento,,,,"O sinal suplementar acostamento fofo alerta os motoristas de que o acostamento ou faixa lateral ao lado da pista é fofo e instável, representando risco se o veículo sair do pavimento. Alerta que o solo na beira da estrada não é firme, podendo causar: perda de controle, atolamento ou risco de tombamento.",,https://traffic-rules.com/pt-jp/livro/traffic-signs-1#additional-q0910-additional-soft-verge,64
https://traffic-rules.com/img/traffic-rules/Traffic%20signs/jp/additional/Q1090-additional-begin.png,Início,,,,,"O sinal suplementar início indica o começo de uma regra, restrição ou zona específica de trânsito. Comumente usado junto a sinais de: limites de velocidade, zonas de proibição de estacionamento, zonas ambientais, áreas de obras.",,https://traffic-rules.com/pt-jp/livro/traffic-signs-1#additional-q1090-additional-begin,65
https://traffic-rules.com/img/traffic-rules/Traffic%20signs/jp/additional/Q1100-additional-end.png,Fim,,,,,"O sinal suplementar fim indica o ponto de término de uma regulamentação, restrição ou zona específica de trânsito. Comumente colocado após zonas de limites de velocidade ou restrições.",,https://traffic-rules.com/pt-jp/livro/traffic-signs-1#additional-q1100-additional-end,66
https://traffic-rules.com/img/traffic-rules/Traffic%20signs/jp/additional/Q1320-additional-school.png,Escola,Área escolar,,,,"O sinal complementar escola alerta os motoristas de que estão se aproximando de uma área escolar onde crianças podem estar presentes, exigindo atenção redobrada. Alerta para a presença de crianças atravessando ou brincando próximo à via. Colocação comum: perto de escolas de ensino fundamental ou médio.",,https://traffic-rules.com/pt-jp/livro/traffic-signs-1#additional-q1320-additional-school,67
https://traffic-rules.com/img/traffic-rules/Traffic%20signs/jp/additional/Q1660-additional-whole-city.png,Cidade inteira,,,,,"O sinal suplementar toda a cidade indica que determinada regra de trânsito, restrição ou zona se aplica a toda a cidade, e não apenas a uma rua ou região específica. Informa aos motoristas que a regra (ex: limite de velocidade, zona ambiental, restrição de estacionamento) está em vigor em toda a cidade. Uso comum: pontos de entrada da cidade.",,https://traffic-rules.com/pt-jp/livro/traffic-signs-1#additional-q1660-additional-whole-city,68
https://traffic-rules.com/img/traffic-rules/Traffic%20signs/jp/warning/warning-crossroad-left.png,Aviso de cruzamento sem controle com uma via à esquerda,Sinais de prioridade,,,,Aviso de cruzamento sem controle com uma via à esquerda,,https://traffic-rules.com/pt-jp/livro/traffic-signs-2#warning-crossroad-left,69
https://traffic-rules.com/img/traffic-rules/Traffic%20signs/jp/warning/warning-curve-left-sharp.png,Aviso de curva acentuada à esquerda,advertência,,,,Aviso de curva acentuada à esquerda,,https://traffic-rules.com/pt-jp/livro/traffic-signs-2#warning-curve-left-sharp,70
https://traffic-rules.com/img/traffic-rules/Traffic%20signs/jp/warning/warning-curves.png,Aviso de curvas,advertência,,,,Aviso de curvas,,https://traffic-rules.com/pt-jp/livro/traffic-signs-2#warning-curves,71
https://traffic-rules.com/img/traffic-rules/Traffic%20signs/jp/warning/warning-side-road-merge.png,Aviso de via lateral se unindo à via principal,advertência,,,,Aviso de via lateral se unindo à via principal,,https://traffic-rules.com/pt-jp/livro/traffic-signs-2#warning-side-road-merge,72
https://traffic-rules.com/img/traffic-rules/Traffic%20signs/jp/information/information-one-way-traffic-left.png,Rua com tráfego unidirecional,informação,,,,Rua com tráfego unidirecional,,https://traffic-rules.com/pt-jp/livro/traffic-signs-2#information-one-way-traffic-left,73
